catchment_id,train_coverage,validation_coverage,test_coverage,train_q95_m3_s,train_high_flow_days,validation_high_flow_days,test_high_flow_days,nonzero_train_days,negative_values,selection_score
03017,0.6991634980988594,1.0,0.4791894852135816,85.54399999999987,230,90,27,4049,0,0.4791894852135816
07011,0.6961216730038022,0.8001095290251917,0.0,1536.999999999999,229,69,0,4577,0,0.0
05005,0.68,1.0,0.7053669222343921,8.425,224,9,23,1889,0,0.68
04055,0.6796958174904943,0.40470974808324206,0.41621029572836804,32.86799999999982,224,48,42,2177,0,0.40470974808324206
04040,0.67893536121673,0.0,0.0,748.0099999999975,224,0,0,4437,0,0.0
03087,0.6695057034220532,0.9819277108433735,0.7699890470974808,895.801499999999,221,203,60,4225,0,0.6695057034220532
03057,0.6692015209125475,0.0,0.0,5779.300000000001,220,0,0,4400,0,0.0
04032,0.6606844106463878,0.8636363636363636,0.5657174151150055,435.97999999999956,218,72,111,2887,0,0.5657174151150055
03047,0.6498859315589354,0.6922234392113911,0.47973713033953996,133.65919999999957,214,51,54,3766,0,0.47973713033953996
16004,0.6465399239543727,1.0,0.9726177437020811,350.0,212,69,73,4236,0,0.6465399239543727
03009,0.6436501901140684,1.0,0.5240963855421686,30.357999999999993,212,54,0,2137,0,0.5240963855421686
03076,0.6168821292775666,0.6029572836801752,0.3565169769989047,178.8375,203,118,89,4056,0,0.3565169769989047
03085,0.5957414448669202,0.36308871851040525,0.40470974808324206,140.21919999999977,196,59,5,2292,0,0.36308871851040525
13017,0.5844866920152091,0.0,0.0,1177.402199999994,193,0,0,3616,0,0.0
05004,0.5779467680608364,1.0,0.6801752464403067,14.022999999999984,190,105,145,2277,0,0.5779467680608364
17001,0.5554372623574144,1.0,0.6593647316538883,12.70949999999998,183,58,40,1278,0,0.5554372623574144
13012,0.5422053231939163,0.0,0.0,65.40799999999979,179,0,0,3396,0,0.0
03069,0.5373384030418251,0.4786418400876232,0.29901423877327493,186.31019999999995,177,10,18,1510,0,0.29901423877327493
09009,0.5285171102661597,0.35049288061336253,0.0,261.47999999999985,174,9,0,1462,0,0.0
05023,0.5151330798479088,0.9704271631982475,0.651697699890471,1.73,169,54,48,770,0,0.5151330798479088
15031,0.47695817490494297,1.0,0.8510405257393209,25.45,157,48,39,2332,0,0.47695817490494297
05024,0.4695057034220532,1.0,0.6927710843373494,22.570999999999994,155,106,15,2625,0,0.4695057034220532
